id,focus,signal,slack,drag,confidence,score,lane
l001,lineage depth,35,33,6,25,137,watch
l002,partition skew,35,34,6,55,169,watch
l003,quality gap,35,35,6,85,201,ship
l004,schema drift,35,36,18,25,95,hold
l005,lineage depth,35,37,18,55,127,watch
l006,partition skew,35,38,18,85,159,watch
l007,quality gap,35,39,34,25,37,hold
l008,schema drift,35,40,34,55,69,hold
l009,lineage depth,35,41,34,85,101,hold
l010,partition skew,60,42,6,25,205,ship
l011,quality gap,60,43,6,55,237,ship
l012,schema drift,60,44,6,85,269,ship
l013,lineage depth,60,45,18,25,163,watch
l014,partition skew,60,46,18,55,195,ship
l015,quality gap,60,47,18,85,227,ship
l016,schema drift,60,48,34,25,105,hold
l017,lineage depth,60,32,34,55,103,hold
l018,partition skew,60,33,34,85,135,watch
l019,quality gap,85,34,6,25,239,ship
l020,schema drift,85,35,6,55,271,ship
l021,lineage depth,85,36,6,85,303,ship
l022,partition skew,85,37,18,25,197,ship
l023,quality gap,85,38,18,55,229,ship
l024,schema drift,85,39,18,85,261,ship
l025,lineage depth,85,40,34,25,139,watch
l026,partition skew,85,41,34,55,171,ship
l027,quality gap,85,42,34,85,203,ship
